PC1,PC2,KMeans_Cluster,Hierarchical_Cluster
-0.675991902943489,-0.589004056447302,0,0
-0.7468961079469728,-0.7182319820130746,0,0
-0.7729650025861435,-0.8082681441015055,0,0
-1.3081700143993882,-1.0817918929138324,0,0
-1.4858074632243197,-1.1266337564787476,0,0
-1.412625349217028,-1.2190325162365228,0,0
-0.9121920696917949,-1.2037278656461656,0,0
-0.09758797573133052,-1.0577949592344107,0,0
2.654276233601792,-0.013314601609350647,1,1
4.863226437592117,0.9330358608076769,1,1
3.23081082127105,0.7084963275281304,1,1
1.9997173503515477,0.6424123806286169,1,1
0.6766241830666805,0.6628884397548486,0,1
0.397825692651929,0.8768904371652186,0,1
0.30813114715799034,0.9628874149907721,0,1
-0.13555406803467843,0.8716365977927466,0,1
-0.32245266030281317,0.8450963265560398,0,1
0.2148547217017011,0.9476395882930803,0,1
3.4278759187286245,1.6549116852761696,1,1
5.0711063235444795,1.7980904979634356,1,1
3.6221816857382034,1.1413015015257737,1,1
1.7770111336739232,0.29818004247197744,1,1
0.7884313167335568,-0.07412062229711791,1,1
-0.8801294336466801,-0.5613722887226752,0,0
-0.22425070006926653,-0.5442811413975664,0,0
-1.1936900767758862,-0.6914870706064488,0,0
-1.8692637798627822,-0.7762055139793465,0,0
-1.89907966517864,-0.9934450972803606,0,0
-1.857890111236351,-1.2008141688316705,0,0
-2.0506378899437987,-1.1285186325971348,0,0
-1.575650683174668,-1.3413936757455605,0,0
-1.2244063995560288,-1.2801991909945842,0,0
0.8948969306988057,-0.6392416094246192,1,1
1.066784454826001,-0.1536455085986766,1,1
2.884572860812317,0.6574538793316232,1,1
1.991683609307918,0.8022917110332826,1,1
1.2224382530290434,1.0414336631704055,1,1
1.86759794832929,1.3413084455058846,1,1
1.7054040748401338,1.2566635389678815,1,1
0.4216331148584185,1.1164169941525872,0,1
0.5849066194182236,1.3163218619561834,0,1
0.5945557623334956,1.2618697032123305,0,1
1.0016720279370224,0.97416523483494,1,1
1.26578100833585,0.8431291147168001,1,1
0.8517128235460758,0.5278960783304228,1,1
2.8561649027142737,0.7839393785026901,1,1
0.5317094297817353,0.07603123167692909,0,1
-0.39370241051540866,-0.2979346743840888,0,1
-0.49883870876330927,-0.4720886720073972,0,0
-1.1455866663526326,-0.6075318819355996,0,0
-1.481654352917528,-0.8658800400936109,0,0
-1.7422313852324376,-1.0820899764221934,0,0
-1.931838726270929,-1.1594871590448597,0,0
-2.2420801362142226,-1.2649069344181543,0,0
-2.044503010789589,-1.2689273469013882,0,0
-0.6452314408153231,-1.3642912952954,0,0
1.736780835872541,-0.486466693333513,1,1
3.83574761672263,0.7381679790105412,1,1
1.8346818579499224,0.45119123361218305,1,1
0.7665072323658386,0.5414480740742321,1,1
0.4340740227267397,0.7690885839122593,0,1
0.7830211075490583,1.0114549429435942,1,1
0.19601245520536872,1.0565356291831882,0,1
-0.47949339871467167,0.8721454882693543,0,1
0.49682119228369115,1.3160963556387646,0,1
-0.06305284412029179,1.0833375509951262,0,1
2.626177785868216,1.4703838544825922,1,1
4.942345960826402,1.9067050206630676,1,1
4.1591091559436775,1.5120987835377673,1,1
3.290154224006662,0.9385774123414642,1,1
0.7384008446587818,0.029237231269269935,1,1
0.5766935528594366,-0.0918502715306314,0,1
0.15310712882052935,-0.37707613396331796,0,0
-0.7121747145165886,-0.6923852455222677,0,0
-1.3027595161766448,-0.7165410926482698,0,0
-1.561806723989167,-0.9427909345491792,0,0
-1.6249040340568677,-1.3209310752136183,0,0
-1.9542591674460559,-1.2294598032580293,0,0
-1.6385839975167313,-1.4053805354497395,0,0
-0.727519114907651,-1.2517083200309702,0,0
2.2760275093204316,-0.3313072303839175,1,1
4.156859763650763,0.6824914023584014,1,1
2.2453274184002034,0.43896525851710555,1,1
0.8518562081842909,0.42772377818087176,1,1
0.20621177343835287,0.6874267560822666,0,1
0.06068697602289177,0.7548426880781813,0,1
0.039446578681122765,0.8839935247652889,0,1
0.12388472589829899,1.0011171090540285,0,1
0.9504238908556174,1.2204000611837813,1,1
0.5727735339753702,0.9957653298069967,0,1
1.6054634487742265,0.9996982756169865,1,1
2.7397775371326927,1.021917562287803,1,1
2.824130025186112,0.7425421141205393,1,1
0.7774919751148366,-0.10896231068379678,1,1
-0.0896693504562981,-0.5465442153728434,0,0
-0.6396512758273167,-0.8359179121477226,0,0
-0.31663566833597157,-0.9903099336388552,0,0
-0.7626731321005757,-1.1054866744503058,0,0
-1.696710871255569,-1.1129436413229399,0,0
-2.033774280883044,-1.1395613980398747,0,0
-2.304953400400614,-1.1774341290446129,0,0
-2.4225239462949815,-1.170259642442639,0,0
-1.8456601579157355,-1.2064710870695576,0,0
-0.7440321909462141,-1.0299356158714281,0,0
2.543483960862923,-0.16164026450337868,1,1
3.7442647527257362,0.3668410193467396,1,1
1.760411457070728,-0.19921255674859303,1,1
1.08907505551476,-0.25095815821898726,1,1
0.5912936585892473,-0.22351466103139503,0,1
0.6379007684441774,-0.05160571434576684,0,1
1.019712607750886,0.025415734308921297,1,1
1.3077231572083168,0.13959490901369784,1,1
1.6948879554561096,0.13852203105947353,1,1
2.1723306262022097,0.218015458906278,1,1
1.729632295761888,0.1478803866572499,1,1
2.002839883718904,0.1921721902766037,1,1
1.5049967978036782,0.07515510189270486,1,1
1.5051916228424438,-0.08418143231027342,1,1
-0.1494025043165344,-0.542520605922299,0,0
-0.33669711403066255,-0.644027723039021,0,0
-0.8609316401605127,-0.8030450259454729,0,0
-1.0758241506308903,-0.7959050235880366,0,0
-1.3020571876833589,-0.8641454394918597,0,0
-1.5172205468656539,-0.8726721588134355,0,0
-1.8110032727793564,-0.8907899993050603,0,0
-1.9102731344497201,-0.9330116683892267,0,0
-1.7471680065899375,-0.9942342391333009,0,0
-1.1439213506089438,-0.9743971148040361,0,0
-0.1394983580736172,-0.7088863033504248,0,0
-0.12394092293470024,-0.46664128077191697,0,0
0.162341405456623,-0.3232922529630537,0,0
0.3496854654307864,-0.2740218355823015,0,0
0.13719193127753562,-0.17430173085441036,0,0
0.052636565825764384,-0.040906583663315135,0,0
-0.5471859606057375,0.11986849406975113,0,1
-0.94370899996974,0.10217160382051779,0,0
-1.1906283006442766,0.08537979930955268,0,0
-0.5292985243739334,0.14896170932945002,0,1
-0.055308698985651786,0.1598114353033431,0,1
1.11098070431869,0.2265213955653192,1,1
1.3161922725776025,0.20048897340629165,1,1
0.7446253327293759,-0.030767999473015957,1,1
-0.1404078837553112,-0.25759411224513673,0,0
-0.4770976706748237,-0.3242828978355051,0,0
0.12195786840054544,-0.2544647905198429,0,0
-0.5966111043260526,-0.4966996609092682,0,0
-1.0344187577480348,-0.4963075427060591,0,0
-0.9967411599171241,-0.5468162087464175,0,0
-1.1231724983650242,-0.5725080093549236,0,0
-1.6080154383900995,-0.6929522349564712,0,0
-2.2503738334134655,-0.8076706371634004,0,0
-1.7222010294711418,-0.8532865143839834,0,0
-1.1078626055324041,-0.7989120177297883,0,0
-1.0424668980005147,-0.599998006343676,0,0
-0.7811873409196374,-0.35513158696817293,0,0
-0.955632283421536,0.06866898980704501,0,0
-0.9418478005057717,0.13252328929925186,0,0
-1.004919669412573,0.3001826697872188,0,0
-1.837648807558246,0.3103294169779191,0,0
-1.3164900170326579,0.41693238546598654,0,0
-0.8982966171113681,0.17474422013568902,0,0
-0.3573041512993271,0.1492795130112154,0,1
0.7926669334972264,0.382151032796162,1,1
0.6050303970956759,0.1600592114268629,0,1
1.510917977788194,0.2736398726773934,1,1
0.24409538812224071,-0.07445324328722117,0,0
-0.5431452065717267,-0.23901189498000402,0,0
-0.6880847230125875,-0.2990145064946177,0,0
-0.9876550959588265,-0.39909937334794143,0,0
-1.2664059483218204,-0.4818446486136052,0,0
-2.3866280936628717,-0.5377780678760737,0,0
-2.571602142710843,-0.5017379670192021,0,0
-2.604153377855077,-0.6219845845674922,0,0
-2.683576386399445,-0.5636951070158636,0,0
-2.187395941257062,-0.552672608192976,0,0
-1.339519792007782,-0.5449752168928949,0,0
1.070069237406432,0.06178552790845298,1,1
1.0799172669678316,0.3032244307514687,1,1
-0.9032980789728089,-0.17998556566584664,0,0
-0.8971960125017815,-0.1171113090996125,0,0
-0.6611621942223651,0.27548374903449335,0,0
-0.6493852425517641,0.3559650730381931,0,0
-0.3330848530398947,0.3485801545107319,0,0
-0.40804458046013864,0.32461812117419464,0,0
-0.20499226752985342,0.3409007305003631,0,0
-0.0444728050158431,0.30810728444277313,0,0
1.2607177245725207,0.2312857842034869,1,1
1.8637276120011492,0.1742501598042469,1,1
1.952716813300088,0.13132657195346287,1,1
0.7607239537936961,-0.28811494791336373,1,1
-0.31597503623337864,-0.7012663551656765,0,0
-1.4077304410343006,-0.7823679573136171,0,0
-1.6095321784225325,-0.9048936542930839,0,0
-1.8161198762893174,-0.910460464640412,0,0
-1.7691039942536284,-1.0966946741921413,0,0
-2.115522769851735,-1.4576459305787814,0,0
-2.392670129475113,-1.620452039401501,0,0
-2.5199582867697816,-1.8435269498727844,0,0
-2.0849342018637063,-1.678390500260557,0,0
-1.0973512154735496,-1.572918214040823,0,0
0.9161502324461497,-1.0985891623605981,1,0
1.6647639981322013,-0.5682007562241789,1,1
1.185851832813874,-0.6389682584278994,1,0
0.9262633880882686,-0.5655950139588174,1,0
0.6283549066122909,-0.6195351210264869,0,0
1.1507439310705396,-0.3111084119573454,1,1
0.22587517882380692,-0.1825991052999529,0,0
-0.3891256924926056,-0.5971965935188991,0,0
-0.3896304652835091,-0.9664346087460274,0,0
0.5983872473574201,-0.4756834713777838,0,0
-0.511375512559329,-0.6762133960146457,0,0
0.26422166596404406,-0.7887290057689321,0,0
0.8199961606495381,-0.7514332839204491,1,0
-0.6690079415708176,-0.921104474790865,0,0
-1.0137557342477481,-1.127547890557404,0,0
-1.0958222962819744,-1.2678121725716618,0,0
-1.194675404035482,-1.2823075421937573,0,0
-1.2897703438219819,-1.3410194189978657,0,0
-1.762159097931476,-1.3054286689528545,0,0
-1.8943598680872265,-1.4929957474442153,0,0
-1.8522255733315895,-1.55385300892839,0,0
-2.050255867991183,-1.4317974154534419,0,0
-1.8919705238550735,-1.4119328762473586,0,0
-1.2691555210796903,-1.362516585392999,0,0
0.4247806814701631,-0.8088365938489601,0,0
1.787496652848082,-0.3155875014098022,1,1
0.8113714298391022,-0.639811543528107,1,0
-0.711778120448373,-0.5433172123956688,0,0
-0.9525965841535105,-0.5350346791900465,0,0
-0.6599943737919557,-0.3035591047043141,0,0
-0.22470059451190416,-0.2243256037507316,0,0
-0.5002357749007514,-1.079851957487427,0,0
0.5396351729459387,-1.3135249074569304,0,0
0.6792986293597006,-0.8485488743333939,1,0
0.28308380878047523,-1.022331819770273,0,0
1.9046866667798759,-0.5970141198510206,1,1
1.0611292270965167,-0.8798290218288547,1,0
0.27219522238812116,-1.205386678884223,0,0
-0.5674327921876435,-1.4210958264707425,0,0
-1.1209552985707687,-1.3901471867669628,0,0
-1.101364826938601,-1.4025544364167915,0,0
-1.767419423116109,-1.3318551496750564,0,0
-1.9229561796098993,-1.7055386125430547,0,0
-2.1164260838016564,-1.6383474861919456,0,0
-2.372787606333685,-1.6993866603442451,0,0
-2.5068232288774666,-1.5779627452663538,0,0
-1.9542571074356436,-2.0540450142628863,0,0
-1.2154791048017128,-1.8745370505853427,0,0
0.38814001944821824,-1.3820170788415929,0,0
1.1791535042763028,-1.1054431873285417,1,1
-0.21851260867836825,-1.311323942692946,0,0
-0.6430612151642563,-1.2357940634468327,0,0
-1.0307435910085285,-0.8633087984001453,0,0
-0.45763819630383695,-0.6150370906810722,0,0
-0.7587637688198885,-0.616990730206169,0,0
-0.6070763557263397,-0.3789861547830307,0,0
-0.26827829873151904,-0.11027209257488219,0,0
-0.5957499910697415,-0.19281392092362298,0,0
0.3421066336745038,-0.23407668312196908,0,0
2.451487148720288,0.06773533196661617,1,1
1.928512224792961,-0.20002613288044557,1,1
0.13469940493196236,-0.844574544958076,0,0
-0.7380424883382909,-1.3200927969500456,0,0
-1.1108594013834334,-1.4709878845065465,0,0
-0.7645881672011534,-1.447829393710428,0,0
-1.0150114223465245,-1.4786375180514901,0,0
-1.2676391911979572,-1.573992250645078,0,0
-1.7225791914991626,-1.8923309672801156,0,0
-1.8038329358466592,-1.8721709094790373,0,0
-1.4954282794893454,-1.9265689252928584,0,0
-1.2733104524597165,-1.855525366120214,0,0
-0.6730035062600129,-1.603722152556248,0,0
1.0377779278790311,-0.896098083218802,1,0
1.4448269278389427,-0.5697273379880778,1,1
0.7818932585982826,-0.2692663182662373,1,1
0.4047137027602576,-0.09505354045238308,0,1
-0.45418735270166943,0.07116899441790747,0,0
-0.22011035568940693,0.1336254582547523,0,0
-0.7491931993929738,-0.35709362359253427,0,0
-1.2583991772270884,-0.7723880336054167,0,0
-0.6292575565435186,-0.7103721369726833,0,0
-0.15856235197566523,-0.5047230248537777,0,0
-0.0302661166813396,-0.7733575764791396,0,0
0.07428083108993831,-0.9291432768541888,0,0
-0.1152199678852866,-1.0637044812998062,0,0
-0.8644753409842422,-1.3627473319047443,0,0
-1.1697748537659898,-1.4423119697903484,0,0
-1.387669609440764,-1.4222384026433,0,0
-0.9581794246334994,-1.452754918213167,0,0
-1.3864332375947863,-1.6866784655458842,0,0
-1.2183611367243703,-1.7122780861828149,0,0
-1.3924216003426344,-1.7732898401796806,0,0
-1.5358262622915393,-1.8512311027283734,0,0
-1.9490410767173674,-1.7482558421437162,0,0
-1.6663312298375021,-2.0609171520181286,0,0
-1.462150997223041,-1.8760061651433557,0,0
-0.9691487606644678,-1.7357881307826577,0,0
-0.62651322172561,-1.0644698652252396,0,0
-0.43500369883903756,-0.4021283179939549,0,0
-0.42744153260525086,-0.1504266921401601,0,0
-0.6314724514547427,-0.19094471768456583,0,0
-0.5031966027070262,0.031291408954564885,0,0
0.09030228831664341,-0.03720989537727941,0,1
-0.6314742548946528,-0.24311337256039137,0,0
-0.18278925797366374,0.027272317946360213,0,0
-0.02755463588447089,-0.17957650190845584,0,1
0.3657267466745407,-0.2673847489411311,0,1
0.6865429471294624,-0.3847052677739152,0,1
0.3903671099468369,-0.5420435314693514,0,1
-0.22304866713488652,-0.8574848244119667,0,0
-0.758601136386932,-1.0601810921789507,0,0
-0.282477640544112,-1.1109279522796471,0,0
-0.24596051032689356,-1.072585376079026,0,0
-0.34700630972779767,-1.1756068141978577,0,0
-0.9106346003116411,-1.4346127709178667,0,0
-0.6461499331082673,-1.4798191791754824,0,0
-1.2349875651736355,-1.6573111568887198,0,0
-1.8739684395525096,-1.539813710455264,0,0
-1.4582570463874154,-1.8182616894796437,0,0
-1.2348875440280052,-1.8545551565046547,0,0
-1.1593108656436721,-1.4635293973228702,0,0
-0.6781659660180196,-0.8958264795026907,0,0
-0.42414516574272354,-0.23057253762255375,0,0
-0.41872102600380007,0.0744274384490728,0,0
-0.9324179799991926,0.21644082507247495,0,0
-1.4038044272223806,0.08489679497258172,0,0
-1.8598171139820463,-0.29274682022096227,0,0
-1.470506507407335,-0.30136090984106545,0,0
-1.4816151785577962,-0.31201742392730536,0,0
-1.4128648099475163,-0.46284566363410096,0,0
-1.1784162554529278,-0.6219703077667055,0,0
-0.7780095755805251,-0.72187118735729,0,0
-0.7194776262919509,-0.8720806836483371,0,0
-1.4099563000222195,-1.1281720832019266,0,0
-1.4285854098238633,-1.1850926405792999,0,0
-1.471074572844832,-1.241861814852361,0,0
-1.8092069581438257,-1.373766944395119,0,0
-2.3202831534096684,-1.360187094682348,0,0
-2.2874113192016865,-1.4301469470372963,0,0
-2.0655685701720636,-1.4703871713187284,0,0
-1.9998703010449745,-1.3443525555689722,0,0
-1.7525839784498756,-1.5164884475057967,0,0
-1.4973291784199294,-1.4955080794508726,0,0
0.5209034761680059,-1.2195944144589796,0,0
1.7431289271818386,-0.5433961149590985,1,1
-0.81781365163491,-1.098014560518422,0,0
-0.8569816325836657,-0.8304881145641685,0,0
-0.8535886962235114,-0.619154444729534,0,0
-1.2106600615292253,-0.48451251860171357,0,0
-1.0442455586939219,-0.31808260095650526,0,0
-1.0240075606249015,-0.3409346874026702,0,0
-1.1997816121893083,-0.31252187401790593,0,0
-1.0508526482226963,-0.31118813436925236,0,0
-0.699722484266293,-0.31287581247437474,0,0
-0.05863493240954863,-0.31294674208709505,0,1
-0.42739465315714076,-0.5996852163743016,0,0
-0.8428086684117853,-0.8968767932439509,0,0
-1.2391868173079308,-0.9965597798645917,0,0
-1.3969659771907244,-0.9251337707834678,0,0
-1.5862625097986494,-1.0986756658654213,0,0
-1.5852389285712243,-1.0224526612828158,0,0
-1.860648622211542,-1.2451502054662071,0,0
-1.7568148094926206,-1.4320999413144015,0,0
-1.790017801850087,-1.2653402852580775,0,0
-1.8510505016465917,-1.2019368473899088,0,0
-1.7717919770990262,-1.0847594415979946,0,0
-0.9813655255813644,-1.2148264741373382,0,0
0.4249410871493573,-0.732649857075983,0,1
1.834044912722518,-0.06454874786497986,1,1
2.0194708447647978,0.18442049257711068,1,1
2.327837087446523,0.38403380422997163,1,1
1.559447631156842,0.2899377460336974,1,1
1.320153376553966,0.587438400291272,1,1
0.925981737466906,0.6773083411791188,1,1
-0.3753604314110094,0.21718207499401487,0,0
-0.7194247024096209,-0.06338132560154057,0,0
-1.0767209349395184,-0.2356962964468397,0,0
-0.4491443022372634,-0.17258170078254864,0,0
-0.3603583111879875,-0.35072645385701917,0,0
0.04120979065643323,-0.21012032349819404,0,0
-0.29804869768549375,-0.35404331391529076,0,0
-1.2597099968255392,-0.6842688689068014,0,0
-1.3957124606018485,-0.7161464338178537,0,0
-1.0938115247491282,-0.7017198810070128,0,0
-1.343100446599141,-0.7512381319068833,0,0
-1.7669262062203788,-0.7838844316073018,0,0
-1.7269448156115683,-0.7994450039408546,0,0
-2.2394275694674675,-0.9464059500355442,0,0
-2.5268473149290496,-0.8722005188616477,0,0
-2.0426780369987902,-0.8895962774286366,0,0
-1.3039504674789568,-0.872001971430375,0,0
0.6950500830998556,-0.36061470900510334,1,1
1.442742053417766,-0.2038958438500217,1,1
0.1133643003296096,-1.3044240366711728,0,0
-0.3890602848517316,-1.2256020437735617,0,0
-0.36470031155673527,-1.021883696579131,0,0
0.5235856842079465,-0.8242850260489051,0,0
-0.07018180976960388,-1.1257767076607381,0,0
0.19913705793408634,-0.6035256555606523,0,0
0.6035047287138691,-0.27586639546836683,0,1
-0.10156914921601247,-0.3465600832215338,0,0
-0.12601018380568982,-0.33750711223940727,0,0
0.024814439046253054,-0.23426678452542693,0,0
0.09104386293831379,-0.4484513167716555,0,0
-0.21256076022660503,-0.733829295592425,0,0
-0.9945507791675025,-1.0015901785470238,0,0
-1.225833011944149,-1.0504341632403607,0,0
-1.3173918470329438,-1.1253269742244312,0,0
-0.9078118566167639,-1.0646577230096734,0,0
-1.3084244359217525,-1.1987708538241315,0,0
-1.6315846583110387,-1.3420214348700645,0,0
-1.6901564022783921,-1.650280914536943,0,0
-1.9145478960960174,-1.509895749338813,0,0
-1.8020755393335675,-1.3479409734356265,0,0
-0.8014299315111536,-1.3863565165475098,0,0
1.6248156975211632,-0.8003753792484779,1,1
3.383499964369667,0.19814403866711486,1,1
2.0632100706635446,0.26867932157540764,1,1
0.23138769525712805,0.21836506878591916,0,1
-0.9295069002941438,0.04778773899549917,0,0
-1.0900052001390472,0.2293025378688051,0,0
-1.0475250831877831,0.4254724199488522,0,0
-0.9509903469987518,0.542278477416505,0,0
-0.6480598107221036,0.6579399450498424,0,1
-0.2065432075556906,0.7838656607194079,0,1
0.48358794103224034,0.9668980982811467,0,1
1.5006095228653045,1.136129784789306,1,1
2.7119784635417123,1.09156576217241,1,1
2.222544535928172,0.5184299303878139,1,1
0.13316766270846303,-0.17850658158345276,0,0
-0.2659762284163886,-0.3671456658911665,0,1
-0.4505005750200222,-0.5300051744745722,0,0
-0.44339607608628384,-0.6723901427746931,0,0
-1.0457185102041973,-0.9257729853048908,0,0
-1.710562789139776,-0.9832400247805566,0,0
-1.774461625262374,-1.215186978141903,0,0
-1.8960891084044578,-1.3263535324071023,0,0
-1.7484529406719818,-1.3870325024051633,0,0
-1.247746318171082,-1.3007668797296665,0,0
0.269982934815994,-0.8148714466249487,0,0
1.2995829051496803,-0.30285061636601507,1,1
2.104657756534975,-0.0697898259513374,1,1
0.8645856917421297,0.1291351840342369,1,1
0.5256779915695808,0.37709068426128123,0,1
0.6926274701752708,0.8735535797024127,1,1
0.5875565118373528,0.9476893466466092,0,1
0.31228547503300486,1.0256250945008105,0,1
0.1894641646213292,1.1510773194308632,0,1
0.10968706067488772,1.23206429587697,0,1
1.169841038743939,1.4215946187792583,1,1
2.085340324205435,1.3702700909018941,1,1
2.1176531551578113,1.1166437551267319,1,1
2.8099519261076265,0.9461051645247441,1,1
0.7750714590586837,0.20023051213597318,1,1
-0.24820272897699047,-0.08824702979143133,0,1
0.12289907350683378,-0.10947365300687742,0,0
-0.6419881076917437,-0.20954066699768095,0,0
-1.1486343457741444,-0.4297202008384117,0,0
-1.2829430635455834,-0.6435296399590481,0,0
-1.5415048339351465,-0.7207407192552185,0,0
-1.6711242602162437,-0.8476393507825754,0,0
-1.7497276402283324,-0.9367580208508925,0,0
-1.6102911267546525,-0.9058161248038004,0,0
-0.38461362495952656,-0.7293615993126193,0,0
0.4497748980450603,-0.16088521321059307,0,1
0.5133488421364129,0.08144157746979708,0,1
0.2722344951303175,0.34723723633435755,0,1
0.2687154309866938,0.49954585201255003,0,1
0.3501841033443043,0.9026633743274894,0,1
0.1843246062563683,0.7893302730307244,0,1
0.19121182400528747,0.8730091823346089,0,1
0.25860683394695705,0.951579683921648,0,1
0.3485537025139675,1.1079130247828877,0,1
0.4715713976334719,1.0796325619394407,0,1
0.6182530045607577,0.9790318928348524,0,1
1.2306966239534736,1.2257003854133273,1,1
0.4981694554440505,0.5207127480787748,0,1
0.17674144217553067,0.1326204434367198,0,0
0.5525659445499435,0.25910343917921064,0,1
0.26252741822857045,-0.020674702583603096,0,0
0.19261980909532433,-0.1988998356243864,0,0
0.14708252041963066,-0.3601574236327108,0,0
0.08790776818205442,-0.5196049438112543,0,0
0.11818029472296898,-0.6011610010100559,0,0
0.002507690719633365,-0.7411393206099,0,0
-0.008917894854820368,-0.8593500828664031,0,0
0.10197335058594183,-0.9417053301613372,0,0
0.03193277742840064,-0.8407244390448141,0,0
0.04366546384510981,-0.5624301057263166,0,0
0.2219229350224125,0.003520591682653826,0,0
0.2225047844367119,0.5017593467102283,0,1
0.1381096789066701,0.7046504433198437,0,1
0.14136640999145805,0.9513777378264241,0,1
0.047176933518897714,0.9428296443952316,0,1
-0.040574556484803945,0.8896250744116708,0,1
0.22949483806690218,1.0982291303355967,0,1
0.2884917991750355,0.9517696341554394,0,1
0.3006188359280325,0.7168452981971514,0,1
0.31351457113759745,0.613727147480529,0,1
0.5478874697580725,0.41681757298910094,0,1
0.4242322251272387,0.14517459655638607,0,0
0.1426970064682997,-0.3335031227957667,0,0
0.27018593000306496,-0.39204863311038896,0,0
